Evasao,Genero,Idoso,Possui_Parceiro,Possui_Dependentes,Meses_Contrato,Servico_Telefone,Multiplas_Linhas,Tipo_Internet,Seguranca_Online,Backup_Online,Protecao_Dispositivo,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Tipo_Contrato,Fatura_Digital,Metodo_Pagamento,Fatura_Mensal,Fatura_Diaria
0,Female,0,0,0,70,1,1,DSL,1,1,1,1,1,1,Two year,0,Credit card (automatic),89.75,2.9916666666666667
1,Male,0,0,0,31,1,0,DSL,0,0,1,1,0,0,Month-to-month,1,Electronic check,55.25,1.8416666666666663
0,Male,0,0,0,67,0,0,DSL,1,0,1,1,1,0,One year,1,Bank transfer (automatic),49.35,1.645
1,Female,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,70.1,2.3366666666666664
0,Male,0,0,0,21,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.6,0.6533333333333334
1,Female,0,1,0,22,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.25,2.308333333333333
1,Female,1,0,0,11,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Credit card (automatic),84.8,2.8266666666666667
0,Male,1,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,45.2,1.5066666666666668
0,Male,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.85,0.8616666666666667
0,Female,0,1,1,34,1,1,No,0,0,0,0,0,0,One year,1,Credit card (automatic),25.6,0.8533333333333334
0,Female,0,1,1,29,1,0,No,0,0,0,0,0,0,One year,0,Electronic check,20.0,0.6666666666666666
1,Male,0,1,0,56,1,1,Fiber optic,0,1,0,0,1,1,One year,0,Credit card (automatic),100.3,3.3433333333333333
0,Male,0,1,1,5,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Credit card (automatic),64.4,2.146666666666667
0,Male,0,0,0,18,0,0,DSL,1,0,1,0,0,0,Month-to-month,0,Mailed check,33.6,1.12
0,Female,0,1,1,20,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,0.6666666666666666
1,Female,1,0,0,2,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.6,2.6533333333333333
0,Male,0,0,1,45,1,1,Fiber optic,0,0,1,0,1,1,Two year,0,Bank transfer (automatic),99.7,3.3233333333333333
0,Male,1,1,0,20,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,0,Electronic check,107.05,3.5683333333333334
0,Female,0,0,0,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,0.6666666666666666
0,Female,0,0,0,50,1,1,DSL,0,1,0,1,1,1,Two year,1,Mailed check,79.6,2.6533333333333333
0,Female,0,0,0,11,0,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,35.8,1.1933333333333331
0,Male,0,1,1,72,1,1,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),91.95,3.065
0,Male,0,0,1,6,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.65,0.6549999999999999
1,Female,0,0,0,44,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Bank transfer (automatic),84.8,2.8266666666666667
0,Male,0,1,0,72,1,1,DSL,1,0,1,1,1,1,Two year,0,Credit card (automatic),86.65,2.8883333333333336
0,Male,0,0,0,48,1,1,Fiber optic,1,0,0,1,0,1,Month-to-month,1,Electronic check,95.4,3.18
0,Male,1,0,0,50,1,1,DSL,1,1,0,0,1,0,Month-to-month,1,Bank transfer (automatic),70.35,2.345
0,Male,0,0,0,1,1,0,DSL,0,0,0,0,0,1,Month-to-month,0,Mailed check,55.55,1.8516666666666663
1,Male,0,0,1,1,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Electronic check,24.75,0.825
0,Male,0,1,1,36,0,0,DSL,1,0,1,1,1,1,One year,0,Credit card (automatic),60.7,2.023333333333333
0,Male,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.25,0.675
1,Male,0,0,0,26,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,98.35,3.2783333333333333
0,Female,0,0,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.15,0.6716666666666666
0,Male,0,1,1,72,1,1,DSL,1,1,1,1,0,0,Two year,0,Credit card (automatic),72.1,2.4033333333333333
0,Male,0,1,0,63,1,1,DSL,0,0,1,1,1,1,Two year,0,Credit card (automatic),79.8,2.66
0,Female,0,1,0,2,1,0,Fiber optic,1,0,0,1,0,0,Month-to-month,1,Electronic check,80.15,2.671666666666667
0,Male,0,1,1,60,1,1,Fiber optic,1,0,1,0,1,0,One year,1,Bank transfer (automatic),95.4,3.18
0,Female,0,1,1,47,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.3,0.6433333333333333
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.5,0.6833333333333333
0,Male,0,0,0,25,1,0,DSL,1,1,0,1,1,1,Month-to-month,1,Mailed check,79.0,2.6333333333333333
0,Female,0,0,0,4,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.65,2.521666666666667
1,Female,0,0,0,1,1,1,DSL,0,0,0,0,0,0,Month-to-month,1,Mailed check,50.1,1.6700000000000002
0,Female,1,1,0,37,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.6,0.6533333333333334
1,Female,1,0,0,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.6,2.82
0,Male,0,1,1,72,1,0,DSL,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),75.4,2.5133333333333336
0,Female,0,1,0,67,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),105.7,3.523333333333333
0,Female,0,1,0,59,1,1,DSL,0,1,0,1,1,1,One year,1,Electronic check,80.1,2.67
1,Male,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,2.3466666666666667
0,Female,0,1,0,43,1,1,Fiber optic,1,1,0,0,0,1,Month-to-month,1,Electronic check,94.1,3.1366666666666663
1,Female,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.45,0.6483333333333333
1,Female,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,70.4,2.3466666666666667
1,Female,0,1,1,9,1,0,DSL,1,1,1,1,0,0,Month-to-month,0,Mailed check,65.0,2.1666666666666665
0,Male,0,1,1,30,1,0,Fiber optic,0,1,1,0,0,0,Month-to-month,0,Bank transfer (automatic),82.05,2.735
0,Female,0,0,0,13,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.45,0.6483333333333333
0,Male,0,0,0,2,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,74.75,2.4916666666666667
0,Male,0,1,0,30,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.05,0.635
0,Female,0,1,1,12,0,0,DSL,0,0,0,1,0,0,One year,0,Credit card (automatic),30.25,1.0083333333333333
0,Male,0,1,0,63,1,0,Fiber optic,1,1,1,1,1,1,Two year,1,Credit card (automatic),110.1,3.67
0,Male,0,1,1,48,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,23.55,0.785
0,Male,0,1,1,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.15,0.6716666666666666
0,Female,1,1,0,71,1,1,DSL,1,1,1,1,0,1,Two year,1,Bank transfer (automatic),82.7,2.756666666666667
0,Female,0,1,0,61,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,24.4,0.8133333333333332
0,Male,1,0,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),20.05,0.6683333333333333
1,Male,1,1,0,46,0,0,DSL,0,1,1,1,1,1,One year,1,Bank transfer (automatic),59.9,1.9966666666666664
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.2,0.6733333333333333
1,Male,0,1,0,47,1,1,Fiber optic,1,0,1,1,1,1,One year,1,Credit card (automatic),110.85,3.695
1,Male,0,1,0,59,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Bank transfer (automatic),99.5,3.316666666666667
1,Female,1,1,0,5,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,81.0,2.7
0,Male,0,0,0,26,1,0,No,0,0,0,0,0,0,One year,0,Credit card (automatic),19.8,0.66
0,Female,0,0,0,40,1,0,DSL,1,1,0,0,1,0,Month-to-month,0,Mailed check,65.1,2.17
1,Female,0,0,1,1,1,0,DSL,1,1,0,1,0,0,Month-to-month,1,Electronic check,60.0,2.0
0,Male,0,1,1,7,1,0,No,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),20.25,0.675
1,Female,0,1,1,48,1,1,Fiber optic,1,1,0,0,1,1,One year,1,Credit card (automatic),103.25,3.441666666666667
1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,0.6633333333333333
0,Female,0,1,1,11,0,0,DSL,1,0,0,0,0,0,Month-to-month,1,Electronic check,29.6,0.9866666666666668
0,Male,0,0,1,8,1,0,No,0,0,0,0,0,0,Month-to-month,0,Bank transfer (automatic),19.45,0.6483333333333333
1,Female,1,0,0,38,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,1,Electronic check,99.55,3.3183333333333334
0,Male,0,1,1,34,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.8,0.6933333333333334
0,Male,0,1,1,19,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.2,0.6733333333333333
0,Female,1,1,0,70,1,1,Fiber optic,1,1,1,1,1,1,Two year,1,Electronic check,113.65,3.7883333333333336
1,Female,0,1,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,68.95,2.2983333333333333
1,Male,0,0,0,4,1,0,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,79.9,2.6633333333333336
0,Female,0,0,0,51,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),20.65,0.6883333333333332
0,Female,0,1,0,35,1,0,DSL,1,0,0,0,1,0,One year,1,Bank transfer (automatic),62.15,2.0716666666666668
0,Male,0,0,0,30,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Credit card (automatic),89.9,2.996666666666667
0,Female,0,1,0,8,1,1,Fiber optic,0,0,0,1,0,1,Month-to-month,1,Electronic check,90.25,3.0083333333333333
0,Female,0,1,0,4,0,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,25.15,0.8383333333333333
0,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.3,0.6433333333333333
0,Male,0,1,1,72,1,1,Fiber optic,1,1,1,1,0,1,One year,1,Credit card (automatic),104.9,3.496666666666667
1,Male,1,0,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.7,1.49
1,Female,0,0,0,23,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Electronic check,79.15,2.6383333333333336
0,Male,0,1,1,50,1,0,Fiber optic,0,1,1,1,1,1,One year,1,Bank transfer (automatic),103.4,3.4466666666666668
0,Female,0,1,1,71,1,0,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),19.85,0.6616666666666667
1,Female,0,0,0,10,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),81.0,2.7
1,Female,0,0,0,30,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Electronic check,100.2,3.3400000000000003
1,Male,0,1,0,29,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Bank transfer (automatic),80.15,2.671666666666667
1,Female,1,0,0,20,1,1,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Electronic check,79.15,2.6383333333333336
0,Male,0,0,0,18,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Mailed check,25.15,0.8383333333333333
0,Female,0,1,1,32,1,1,Fiber optic,1,0,0,0,1,0,Month-to-month,0,Electronic check,89.6,2.9866666666666664
0,Female,0,1,1,72,1,0,No,0,0,0,0,0,0,Two year,1,Credit card (automatic),20.1,0.67
0,Male,0,1,0,72,1,1,Fiber optic,0,1,1,0,1,1,Two year,1,Bank transfer (automatic),103.75,3.458333333333333
1,Female,0,0,0,13,1,1,Fiber optic,0,1,1,0,0,0,Month-to-month,1,Electronic check,84.45,2.815
1,Male,1,0,0,8,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,100.6,3.353333333333333
1,Male,0,0,0,25,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,84.8,2.8266666666666667
0,Female,1,0,0,22,1,0,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Electronic check,81.7,2.7233333333333336
0,Male,0,1,0,42,1,0,No,0,0,0,0,0,0,Two year,0,Electronic check,20.25,0.675
0,Female,0,0,0,61,0,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),43.7,1.4566666666666668
0,Male,0,0,1,35,1,0,DSL,0,0,0,1,1,1,One year,1,Mailed check,72.1,2.4033333333333333
0,Female,0,0,0,40,1,0,Fiber optic,0,1,0,0,0,0,Month-to-month,0,Credit card (automatic),74.8,2.493333333333333
1,Male,1,1,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,86.05,2.868333333333333
0,Female,0,1,1,72,1,1,DSL,1,0,1,1,1,1,Two year,1,Bank transfer (automatic),83.3,2.7766666666666664
0,Female,1,1,1,66,1,1,Fiber optic,1,1,0,1,1,1,One year,1,Credit card (automatic),110.6,3.6866666666666665
0,Male,0,0,0,20,1,0,DSL,0,1,0,0,0,0,Month-to-month,1,Mailed check,51.8,1.7266666666666666
0,Female,0,1,1,16,1,1,Fiber optic,0,1,0,0,0,0,Month-to-month,1,Credit card (automatic),79.95,2.665
1,Female,0,0,0,46,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,0,Bank transfer (automatic),96.05,3.2016666666666667
0,Female,1,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,Two year,1,Electronic check,112.4,3.746666666666667
0,Male,0,0,1,19,1,1,No,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),24.1,0.8033333333333333
1,Male,0,1,1,29,1,0,Fiber optic,1,0,0,0,1,1,Month-to-month,0,Credit card (automatic),94.65,3.155
0,Male,1,1,0,65,1,1,Fiber optic,0,1,1,0,1,1,One year,1,Bank transfer (automatic),103.15,3.438333333333333
0,Male,1,1,0,67,1,1,Fiber optic,1,1,0,0,0,0,Month-to-month,0,Bank transfer (automatic),83.85,2.795
0,Male,0,0,0,39,1,0,DSL,0,0,0,1,0,0,Two year,1,Bank transfer (automatic),49.8,1.66
0,Female,0,1,0,72,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.0,0.8333333333333334
0,Female,0,0,0,47,0,0,DSL,1,0,1,1,0,0,Two year,0,Mailed check,41.9,1.3966666666666667
0,Female,0,1,0,65,1,1,Fiber optic,1,1,0,1,1,0,One year,1,Bank transfer (automatic),100.15,3.3383333333333334
0,Female,1,0,0,56,1,1,Fiber optic,0,1,1,0,1,1,Month-to-month,0,Electronic check,104.75,3.4916666666666667
1,Female,1,0,0,1,1,0,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,86.0,2.8666666666666667
1,Female,1,1,0,37,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,76.5,2.55
1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),44.9,1.4966666666666666
0,Female,1,0,0,6,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,89.35,2.978333333333333
0,Female,1,0,0,56,1,1,DSL,1,0,1,1,0,1,Two year,0,Bank transfer (automatic),73.25,2.441666666666667
0,Male,0,1,1,40,1,0,Fiber optic,0,0,1,0,1,0,One year,1,Electronic check,85.05,2.835
0,Male,0,1,0,5,1,1,Fiber optic,1,0,0,0,0,1,Month-to-month,1,Electronic check,89.15,2.9716666666666667
1,Male,0,0,0,70,1,1,Fiber optic,1,0,0,1,1,1,Two year,1,Credit card (automatic),104.0,3.466666666666667
0,Female,1,0,0,3,1,0,Fiber optic,0,0,1,0,0,0,Month-to-month,0,Electronic check,73.85,2.4616666666666664
0,Male,0,1,1,2,1,0,DSL,1,1,0,1,0,0,Two year,0,Mailed check,59.5,1.9833333333333332
1,Female,0,0,0,1,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Electronic check,44.1,1.47
0,Female,0,1,1,58,0,0,DSL,0,0,1,1,1,1,Two year,1,Credit card (automatic),55.5,1.85
0,Male,0,0,0,13,1,0,Fiber optic,1,0,0,0,0,0,Month-to-month,1,Credit card (automatic),73.75,2.458333333333333
0,Male,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,0,Electronic check,20.0,0.6666666666666666
0,Male,1,1,1,66,1,1,Fiber optic,1,1,1,1,1,1,One year,1,Electronic check,116.25,3.875
0,Male,0,1,0,56,1,0,Fiber optic,0,0,0,0,0,1,One year,1,Electronic check,80.9,2.6966666666666668
1,Female,1,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,69.65,2.3216666666666668
0,Female,0,1,0,71,0,0,DSL,1,1,1,1,0,0,Two year,1,Bank transfer (automatic),47.6,1.586666666666667
0,Male,0,0,0,56,1,1,DSL,1,1,0,1,0,0,One year,1,Bank transfer (automatic),64.65,2.155
1,Male,0,0,0,24,1,0,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,90.35,3.0116666666666663
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,20.0,0.6666666666666666
0,Female,0,1,1,55,1,1,DSL,1,1,0,1,0,1,One year,1,Bank transfer (automatic),75.75,2.525
0,Male,0,1,1,42,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.7,0.69
0,Female,0,1,1,42,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,92.15,3.0716666666666668
0,Male,0,0,0,14,1,0,No,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),19.6,0.6533333333333334
0,Male,1,1,1,10,0,0,DSL,0,0,0,0,0,1,Month-to-month,1,Bank transfer (automatic),34.55,1.1516666666666666
0,Female,0,1,1,22,1,1,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),25.25,0.8416666666666667
1,Male,0,1,1,32,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),69.75,2.325
0,Male,0,1,0,39,1,0,No,0,0,0,0,0,0,Two year,1,Bank transfer (automatic),20.45,0.6816666666666666
0,Female,1,0,0,57,1,1,Fiber optic,1,0,1,1,0,1,Two year,0,Credit card (automatic),101.3,3.3766666666666665
0,Female,1,0,0,8,1,0,Fiber optic,0,1,0,0,1,0,Month-to-month,1,Electronic check,87.1,2.9033333333333333
0,Male,0,0,0,63,1,1,DSL,1,1,1,1,0,0,One year,0,Electronic check,71.5,2.3833333333333333
0,Female,0,1,1,61,0,0,DSL,0,1,1,1,1,1,Two year,1,Bank transfer (automatic),61.45,2.0483333333333333
1,Male,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.8,0.66
0,Female,0,0,0,50,1,0,No,0,0,0,0,0,0,One year,1,Mailed check,19.35,0.645
1,Male,1,1,0,11,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.95,0.6649999999999999
0,Male,0,1,1,35,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),25.45,0.8483333333333333
1,Female,0,0,0,1,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.15,0.6716666666666666
0,Female,0,1,1,72,1,1,DSL,1,1,1,1,1,0,Two year,0,Bank transfer (automatic),80.2,2.6733333333333333
1,Female,1,0,0,29,1,1,Fiber optic,0,0,0,1,1,1,Month-to-month,0,Electronic check,98.65,3.2883333333333336
0,Male,0,0,0,29,1,1,DSL,0,1,1,0,0,1,One year,0,Credit card (automatic),70.9,2.3633333333333337
1,Male,0,1,0,5,1,0,No,0,0,0,0,0,0,Month-to-month,0,Mailed check,19.35,0.645
1,Male,0,0,0,11,0,0,DSL,0,0,1,0,1,0,One year,1,Electronic check,41.6,1.3866666666666667
0,Male,0,1,1,54,1,1,DSL,0,1,0,1,1,0,One year,1,Electronic check,70.7,2.356666666666667
0,Female,1,0,0,49,1,0,Fiber optic,0,1,1,0,0,1,One year,1,Bank transfer (automatic),89.85,2.995
0,Male,1,1,0,72,1,1,Fiber optic,0,1,1,1,1,1,Two year,0,Credit card (automatic),109.7,3.6566666666666663
1,Male,0,1,1,9,1,1,Fiber optic,0,0,1,0,0,0,Month-to-month,1,Bank transfer (automatic),79.35,2.645
1,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Electronic check,94.6,3.1533333333333333
1,Female,0,0,1,31,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Credit card (automatic),86.55,2.885
0,Female,0,0,0,1,1,1,Fiber optic,0,0,0,0,1,0,Month-to-month,1,Electronic check,84.6,2.82
1,Male,1,1,1,56,1,1,Fiber optic,1,0,1,0,1,1,One year,1,Bank transfer (automatic),104.55,3.485
0,Male,0,1,1,70,1,1,DSL,1,0,1,0,1,0,Two year,0,Credit card (automatic),68.95,2.2983333333333333
0,Female,1,1,0,55,1,1,Fiber optic,0,1,1,1,0,0,Month-to-month,0,Electronic check,90.45,3.015
1,Male,0,0,0,3,1,0,DSL,0,0,0,0,1,0,Month-to-month,0,Credit card (automatic),53.4,1.78
1,Male,0,1,1,5,1,1,Fiber optic,1,0,1,0,0,0,Month-to-month,1,Electronic check,84.5,2.816666666666667
1,Male,0,0,1,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,0,Electronic check,69.65,2.3216666666666668
0,Female,0,1,0,26,1,0,DSL,0,1,1,0,1,1,Two year,1,Credit card (automatic),73.5,2.45
0,Female,0,0,0,25,1,0,DSL,0,1,0,1,0,1,Month-to-month,1,Bank transfer (automatic),65.8,2.1933333333333334
1,Male,0,0,0,15,1,1,DSL,0,1,0,1,0,0,Month-to-month,1,Credit card (automatic),58.6,1.9533333333333331
0,Female,0,1,0,31,1,0,DSL,0,0,0,1,0,0,Month-to-month,1,Mailed check,49.2,1.64
0,Male,0,1,0,2,1,1,Fiber optic,0,0,1,0,1,0,Month-to-month,1,Electronic check,91.45,3.0483333333333333
1,Female,0,0,0,1,1,0,DSL,0,0,0,0,1,0,Month-to-month,1,Mailed check,53.55,1.785
0,Male,0,0,0,18,1,1,DSL,1,0,0,0,0,0,Month-to-month,0,Mailed check,56.25,1.875
0,Male,1,1,0,2,1,0,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Credit card (automatic),95.5,3.183333333333333
0,Female,0,0,0,13,1,0,DSL,1,0,0,0,1,1,Month-to-month,1,Electronic check,71.95,2.398333333333333
0,Female,0,1,0,40,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,19.1,0.6366666666666667
0,Female,1,0,0,17,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.65,0.6883333333333332
0,Female,0,0,0,10,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.9,0.6633333333333333
0,Male,0,1,1,61,1,1,Fiber optic,0,0,1,0,1,1,One year,1,Electronic check,99.9,3.33
0,Male,0,0,0,27,1,1,DSL,0,0,1,1,0,0,Month-to-month,0,Electronic check,59.45,1.981666666666667
0,Female,0,1,0,60,0,0,DSL,1,1,0,1,0,0,Two year,0,Bank transfer (automatic),37.7,1.2566666666666668
0,Male,0,1,0,64,1,1,DSL,1,0,0,0,1,0,One year,1,Credit card (automatic),66.15,2.205
0,Female,0,0,0,28,1,0,DSL,0,0,1,0,1,0,Month-to-month,1,Bank transfer (automatic),59.55,1.985
1,Female,0,1,1,11,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,19.25,0.6416666666666667
0,Male,0,1,1,34,1,1,Fiber optic,0,1,0,0,1,1,Month-to-month,1,Bank transfer (automatic),97.7,3.256666666666667
0,Female,1,0,0,36,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Bank transfer (automatic),74.9,2.496666666666667
0,Male,0,0,0,35,0,0,DSL,0,0,1,0,1,1,Month-to-month,0,Electronic check,49.2,1.64
0,Female,0,0,0,22,1,1,No,0,0,0,0,0,0,Two year,0,Mailed check,26.25,0.875
1,Female,0,0,0,4,1,1,Fiber optic,0,1,0,0,0,1,Month-to-month,1,Electronic check,88.95,2.9650000000000003
1,Female,0,1,1,4,1,1,Fiber optic,0,0,0,0,0,1,Month-to-month,1,Electronic check,85.95,2.865
0,Female,0,1,1,43,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,20.0,0.6666666666666666
0,Male,0,1,1,70,1,0,No,0,0,0,0,0,0,Two year,0,Credit card (automatic),20.35,0.6783333333333333
0,Female,0,0,1,15,1,0,DSL,1,1,1,1,0,0,One year,0,Credit card (automatic),65.6,2.1866666666666665
0,Male,0,0,0,3,1,0,DSL,1,0,0,1,1,0,Month-to-month,1,Credit card (automatic),64.4,2.146666666666667
1,Male,0,1,1,7,1,0,DSL,0,0,1,0,0,0,Month-to-month,0,Electronic check,48.7,1.6233333333333335
1,Male,1,0,0,35,1,1,Fiber optic,0,0,1,0,1,1,Month-to-month,1,Electronic check,101.4,3.3800000000000003
1,Female,0,1,0,2,1,0,DSL,0,0,0,0,0,0,Month-to-month,1,Credit card (automatic),44.6,1.4866666666666668
0,Male,0,0,1,29,1,0,No,0,0,0,0,0,0,One year,0,Mailed check,19.85,0.6616666666666667
0,Male,0,0,0,72,0,0,DSL,1,1,1,1,1,1,Two year,1,Bank transfer (automatic),63.7,2.123333333333333
1,Female,0,0,0,27,1,1,Fiber optic,0,0,0,0,1,1,Month-to-month,1,Mailed check,94.55,3.1516666666666664
0,Female,0,1,0,71,1,0,DSL,1,1,1,1,1,1,Two year,1,Credit card (automatic),84.4,2.813333333333333
0,Female,0,0,0,30,1,0,DSL,1,1,1,1,1,0,One year,0,Credit card (automatic),74.65,2.4883333333333337
0,Male,1,1,0,19,0,0,DSL,0,1,1,0,0,0,Month-to-month,1,Credit card (automatic),34.3,1.143333333333333
0,Male,0,1,1,56,1,1,No,0,0,0,0,0,0,Two year,0,Bank transfer (automatic),24.15,0.8049999999999999
0,Male,0,1,0,36,1,0,No,0,0,0,0,0,0,One year,0,Bank transfer (automatic),20.85,0.6950000000000001
0,Female,0,1,1,57,1,1,DSL,1,1,0,1,0,0,Month-to-month,0,Bank transfer (automatic),65.2,2.1733333333333333
0,Male,0,0,0,3,1,0,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Mailed check,69.6,2.32
0,Female,0,1,0,52,1,1,Fiber optic,0,1,0,1,1,1,Month-to-month,1,Credit card (automatic),102.7,3.4233333333333333
0,Female,0,0,0,2,1,0,No,0,0,0,0,0,0,Month-to-month,1,Mailed check,20.0,0.6666666666666666
0,Male,0,0,0,17,0,0,DSL,0,0,0,0,0,0,Month-to-month,0,Credit card (automatic),25.1,0.8366666666666667
1,Male,1,0,0,1,1,1,Fiber optic,0,0,0,0,0,0,Month-to-month,1,Electronic check,75.35,2.5116666666666663
0,Male,1,0,0,68,1,1,Fiber optic,0,1,1,0,0,1,Month-to-month,1,Electronic check,95.9,3.1966666666666668
0,Male,0,0,0,57,1,0,No,0,0,0,0,0,0,Two year,0,Mailed check,20.75,0.6916666666666667
